unique_id	uniprot_domain
Q9NQW1_chainsaw_004	1073-1177
Q9NQW5_chainsaw_001	28-74
Q9NQW5_chainsaw_002	203-365
Q9NQW6_chainsaw_001	700-980
Q9NQW6_chainsaw_002	986-1112
Q9NQW7_chainsaw_001	6-154
Q9NQW7_chainsaw_002	167-320
Q9NQW7_chainsaw_003	324-616
Q9NQW8_chainsaw_001	197-450
Q9NQW8_chainsaw_002	451-655
Q9NQW8_chainsaw_003	686-803
Q9NQX0_chainsaw_001	184-421
Q9NQX0_chainsaw_002	473-576
Q9NQX1_chainsaw_001	22-122
Q9NQX1_chainsaw_002	130-426
Q9NQX1_chainsaw_003	432-625
Q9NQX3_chainsaw_001	16-185
Q9NQX3_chainsaw_002	312-351_353-353_496-647
Q9NQX3_chainsaw_003	354-363_463-495
Q9NQX3_chainsaw_004	370-458
Q9NQX3_chainsaw_005	656-732
Q9NQX4_chainsaw_001	4-59_691-756
Q9NQX4_chainsaw_002	80-690
Q9NQX4_chainsaw_003	757-921_923-923
Q9NQX4_chainsaw_004	922-922_924-1342
Q9NQX4_chainsaw_005	1364-1741
Q9NQX5_chainsaw_001	10-264
Q9NQX6_chainsaw_001	8-300
Q9NQX6_chainsaw_002	307-462
Q9NQX7_chainsaw_001	93-264
Q9NQY0_chainsaw_001	18-246
Q9NQZ2_chainsaw_001	9-68
Q9NQZ2_chainsaw_002	133-190
Q9NQZ2_chainsaw_003	207-399
Q9NQZ2_chainsaw_004	413-450
Q9NQZ3_chainsaw_001	36-115
Q9NQZ3_chainsaw_002	200-281
Q9NQZ3_chainsaw_003	366-445
Q9NQZ3_chainsaw_004	506-737
Q9NQZ5_chainsaw_001	17-86
Q9NQZ5_chainsaw_002	87-327
Q9NQZ6_chainsaw_001	1-197
Q9NQZ7_chainsaw_001	83-314_454-531
Q9NQZ7_chainsaw_002	317-390
Q9NQZ7_chainsaw_003	400-453
Q9NQZ8_chainsaw_001	130-355
Q9NQZ8_chainsaw_002	362-486
Q9NR00_chainsaw_001	20-103
Q9NR09_chainsaw_001	57-138_852-966
Q9NR09_chainsaw_002	160-275_361-374
Q9NR09_chainsaw_003	280-351
Q9NR09_chainsaw_004	388-849
Q9NR09_chainsaw_005	1019-1396
Q9NR09_chainsaw_006	1804-1877
Q9NR09_chainsaw_007	1886-2027
Q9NR09_chainsaw_008	2028-2300_2313-2435_2477-2599
Q9NR09_chainsaw_009	2635-3100
Q9NR09_chainsaw_010	2011-2209_2313-2432_2577-2599
Q9NR09_chainsaw_011	2222-2304_2474-2572
Q9NR09_chainsaw_012	2635-3003
Q9NR09_chainsaw_013	3005-3132_3314-3399
Q9NR09_chainsaw_014	3134-3302
Q9NR09_chainsaw_015	2202-2308_2481-2598
Q9NR09_chainsaw_016	2323-2425_2604-2845
Q9NR09_chainsaw_017	2853-2875_2879-2946_2972-3122_3314-3401
Q9NR09_chainsaw_018	2877-2878_3127-3302
Q9NR09_chainsaw_019	3402-3564
Q9NR09_chainsaw_020	2635-2943_2976-3101_3103-3103
Q9NR09_chainsaw_021	3104-3121_3310-3552
Q9NR09_chainsaw_022	3125-3302
Q9NR09_chainsaw_023	3554-3791
Q9NR09_chainsaw_024	2635-2930
Q9NR09_chainsaw_025	2980-3122_3309-3440
Q9NR09_chainsaw_026	3125-3302
Q9NR09_chainsaw_027	3445-3825
Q9NR09_chainsaw_028	2803-3121_3318-3367
Q9NR09_chainsaw_029	3161-3302
Q9NR09_chainsaw_030	3429-3822
Q9NR09_chainsaw_031	3823-4063
Q9NR09_chainsaw_032	4070-4189
Q9NR09_chainsaw_033	3005-3122_3308-3466
Q9NR09_chainsaw_034	3125-3302
Q9NR09_chainsaw_035	3467-3823
Q9NR09_chainsaw_036	3824-4063
Q9NR09_chainsaw_037	4070-4399
Q9NR09_chainsaw_038	3207-3306
Q9NR09_chainsaw_039	3307-3550
Q9NR09_chainsaw_040	3551-3821_4069-4072
Q9NR09_chainsaw_041	3822-4063
Q9NR09_chainsaw_042	4073-4524_4526-4526
Q9NR09_chainsaw_043	4525-4525_4527-4588
Q9NR09_chainsaw_044	3401-3831_3841-3850_3856-3860
Q9NR09_chainsaw_045	3855-3855_3861-4063
Q9NR09_chainsaw_046	4079-4139_4147-4505
Q9NR09_chainsaw_047	4524-4799
Q9NR09_chainsaw_048	3607-3818_4069-4085
Q9NR09_chainsaw_049	3821-4063
Q9NR09_chainsaw_050	4091-4503
Q9NR09_chainsaw_051	4524-4810
Q9NR09_chainsaw_052	225-374
Q9NR09_chainsaw_053	388-959_961-961_963-963
Q9NR09_chainsaw_054	1019-1414
Q9NR09_chainsaw_055	1424-1560
Q9NR09_chainsaw_056	1019-1443_1451-1451
Q9NR09_chainsaw_057	1445-1450_1452-1794
Q9NR09_chainsaw_058	626-965
Q9NR09_chainsaw_059	1019-1414
Q9NR09_chainsaw_060	1424-1563_1907-1998
Q9NR09_chainsaw_061	1564-1568_1570-1582_1771-1890
Q9NR09_chainsaw_062	1569-1569_1583-1770
Q9NR09_chainsaw_063	823-965
Q9NR09_chainsaw_064	1019-1373
Q9NR09_chainsaw_065	1374-1561_1931-2193
Q9NR09_chainsaw_066	1564-1583_1771-1881
Q9NR09_chainsaw_067	1604-1770_1908-1930
Q9NR09_chainsaw_068	1012-1392
Q9NR09_chainsaw_069	1393-1561_1910-2133
Q9NR09_chainsaw_070	1564-1581_1772-1890
Q9NR09_chainsaw_071	1608-1770
Q9NR09_chainsaw_072	2134-2213_2306-2392
Q9NR09_chainsaw_073	2220-2297
Q9NR09_chainsaw_074	1314-1484_2003-2122
Q9NR09_chainsaw_075	1487-1582_1772-2002_2561-2599
Q9NR09_chainsaw_076	1608-1769
Q9NR09_chainsaw_077	2123-2217_2306-2420
Q9NR09_chainsaw_078	2222-2304_2480-2488
Q9NR09_chainsaw_079	1401-1564_1905-2121_2559-2599
Q9NR09_chainsaw_080	1565-1585_1771-1891
Q9NR09_chainsaw_081	1719-1769
Q9NR09_chainsaw_082	2122-2213_2306-2422
Q9NR09_chainsaw_083	2222-2303_2472-2490
Q9NR09_chainsaw_084	2635-2799
Q9NR09_chainsaw_085	1601-1768
Q9NR09_chainsaw_086	1769-1895_2561-2583
Q9NR09_chainsaw_087	1906-2017
Q9NR09_chainsaw_088	2020-2221_2313-2428
Q9NR09_chainsaw_089	2222-2305_2464-2560_2584-2598
Q9NR09_chainsaw_090	2635-2998
Q9NR11_chainsaw_001	6-194
Q9NR11_chainsaw_002	231-373
Q9NR11_chainsaw_003	376-470
Q9NR12_chainsaw_001	3-83
Q9NR12_chainsaw_002	242-245_339-396
Q9NR12_chainsaw_003	255-337
Q9NR12_chainsaw_004	413-448
Q9NR16_chainsaw_001	47-148
Q9NR16_chainsaw_002	154-255
Q9NR16_chainsaw_003	261-363
Q9NR16_chainsaw_004	364-469
Q9NR16_chainsaw_005	475-575
Q9NR16_chainsaw_006	582-683
Q9NR16_chainsaw_007	688-789
Q9NR16_chainsaw_008	794-895
Q9NR16_chainsaw_009	897-1002
Q9NR16_chainsaw_010	1035-1135
Q9NR16_chainsaw_011	1140-1242
Q9NR16_chainsaw_012	1245-1345
Q9NR19_chainsaw_001	33-102_303-567
Q9NR19_chainsaw_002	103-295
Q9NR19_chainsaw_003	571-695
Q9NR20_chainsaw_001	38-184
Q9NR20_chainsaw_002	188-400
Q9NR21_chainsaw_001	34-111
Q9NR21_chainsaw_002	139-337
Q9NR22_chainsaw_001	83-215
Q9NR22_chainsaw_002	218-393
Q9NR23_chainsaw_001	49-70_240-363
Q9NR23_chainsaw_002	72-238
Q9NR28_chainsaw_001	1-238
Q9NR30_chainsaw_001	181-398
Q9NR30_chainsaw_002	411-579
Q9NR30_chainsaw_003	580-619
Q9NR30_chainsaw_004	636-707
Q9NR31_chainsaw_001	1-195
Q9NR33_chainsaw_001	43-112
Q9NR34_chainsaw_001	145-616
Q9NR45_chainsaw_001	4-273
Q9NR45_chainsaw_002	282-351
Q9NR46_chainsaw_001	5-280
Q9NR46_chainsaw_002	337-394
Q9NR48_chainsaw_001	2054-2284
Q9NR48_chainsaw_002	2354-2386
Q9NR48_chainsaw_003	2054-2258
Q9NR48_chainsaw_004	2354-2566
Q9NR48_chainsaw_005	1792-1903
Q9NR48_chainsaw_006	2004-2045
Q9NR48_chainsaw_007	2054-2258
Q9NR48_chainsaw_008	2354-2560
Q9NR48_chainsaw_009	2599-2796
Q9NR48_chainsaw_010	1792-1903
Q9NR48_chainsaw_011	2006-2062
Q9NR48_chainsaw_012	2075-2258
Q9NR48_chainsaw_013	2354-2563
Q9NR48_chainsaw_014	2599-2833
Q9NR48_chainsaw_015	2913-2946
Q9NR50_chainsaw_001	3-317
Q9NR50_chainsaw_002	345-443
Q9NR55_chainsaw_001	32-106
Q9NR56_chainsaw_001	12-105
Q9NR56_chainsaw_002	167-274
Q9NR61_chainsaw_001	28-180
Q9NR61_chainsaw_002	186-220
Q9NR61_chainsaw_003	231-368
Q9NR61_chainsaw_004	394-520
Q9NR63_chainsaw_001	1-119_368-402
Q9NR63_chainsaw_002	120-367_404-509
Q9NR64_chainsaw_001	194-445
Q9NR64_chainsaw_002	460-745
Q9NR71_chainsaw_001	102-430_518-624
Q9NR71_chainsaw_002	431-510
Q9NR71_chainsaw_003	657-778
Q9NR77_chainsaw_001	2-193
Q9NR80_chainsaw_001	181-250
Q9NR80_chainsaw_002	272-475
Q9NR80_chainsaw_003	476-636
Q9NR81_chainsaw_001	2-2_317-459
Q9NR81_chainsaw_002	104-315
Q9NR82_chainsaw_001	99-244
Q9NR82_chainsaw_002	250-359
Q9NR82_chainsaw_003	360-576
Q9NR83_chainsaw_001	196-258
Q9NR90_chainsaw_001	36-115
Q9NR90_chainsaw_002	176-454
Q9NR96_chainsaw_001	8-12_16-23_809-853
Q9NR96_chainsaw_002	870-1014
Q9NR97_chainsaw_001	1-25_819-868
Q9NR99_chainsaw_001	276-312_475-668
Q9NR99_chainsaw_002	317-465_773-792
Q9NR99_chainsaw_003	202-314_473-668
Q9NR99_chainsaw_004	317-472_774-792
Q9NR99_chainsaw_005	466-668
Q9NR99_chainsaw_006	608-673_753-761_1947-1995
Q9NR99_chainsaw_007	1851-1946
Q9NR99_chainsaw_008	1851-1946
Q9NR99_chainsaw_009	1948-2043
Q9NR99_chainsaw_010	2045-2139
Q9NR99_chainsaw_011	2144-2192
Q9NR99_chainsaw_012	1851-1946
Q9NR99_chainsaw_013	1948-2043
Q9NR99_chainsaw_014	2045-2139
Q9NR99_chainsaw_015	2144-2239
Q9NR99_chainsaw_016	2241-2345
Q9NR99_chainsaw_017	1851-1948
Q9NR99_chainsaw_018	1949-2043
Q9NR99_chainsaw_019	2045-2138
Q9NR99_chainsaw_020	2147-2239
Q9NR99_chainsaw_021	2241-2339
Q9NR99_chainsaw_022	2346-2436
Q9NR99_chainsaw_023	2438-2536
Q9NR99_chainsaw_024	1851-1946
Q9NR99_chainsaw_025	1948-2043
Q9NR99_chainsaw_026	2045-2139
Q9NR99_chainsaw_027	2144-2239
Q9NR99_chainsaw_028	2241-2341
Q9NR99_chainsaw_029	2346-2436
Q9NR99_chainsaw_030	2438-2536
Q9NR99_chainsaw_031	2540-2634
Q9NR99_chainsaw_032	2641-2729
Q9NR99_chainsaw_033	2731-2797
Q9NR99_chainsaw_034	1851-1946
Q9NR99_chainsaw_035	1948-2043
Q9NR99_chainsaw_036	2045-2139
Q9NR99_chainsaw_037	2144-2239
Q9NR99_chainsaw_038	2241-2338
Q9NR99_chainsaw_039	2346-2436
Q9NR99_chainsaw_040	2438-2536
Q9NR99_chainsaw_041	2540-2634
Q9NR99_chainsaw_042	2647-2729
Q9NR99_chainsaw_043	2731-2827
Q9NRA0_chainsaw_001	49-176
Q9NRA0_chainsaw_002	182-322
Q9NRA0_chainsaw_003	328-399_509-643
Q9NRA1_chainsaw_001	47-163
Q9NRA1_chainsaw_002	178-216
Q9NRA1_chainsaw_003	238-339
Q9NRA2_chainsaw_001	38-270
Q9NRA2_chainsaw_002	282-486
Q9NRB3_chainsaw_001	95-246_321-371_395-411
Q9NRB3_chainsaw_002	247-320_372-394
Q9NRC1_chainsaw_001	1-102
Q9NRC1_chainsaw_002	135-497
Q9NRC1_chainsaw_003	514-571
Q9NRC6_chainsaw_001	36-299
Q9NRC6_chainsaw_002	300-531
Q9NRC6_chainsaw_003	533-641
Q9NRC6_chainsaw_004	642-913
Q9NRC6_chainsaw_005	914-998
Q9NRC6_chainsaw_006	1009-1207
Q9NRC6_chainsaw_007	1208-1399
Q9NRC6_chainsaw_008	1831-2064
Q9NRC6_chainsaw_009	2065-2276
Q9NRC6_chainsaw_010	2287-2594
Q9NRC6_chainsaw_011	2595-2896
Q9NRC6_chainsaw_012	2897-3199
Q9NRC6_chainsaw_013	2054-2279
Q9NRC6_chainsaw_014	2287-2577
Q9NRC6_chainsaw_015	2578-2901
Q9NRC6_chainsaw_016	2902-3204
Q9NRC6_chainsaw_017	3205-3399
Q9NRC6_chainsaw_018	2201-2470
Q9NRC6_chainsaw_019	2471-2692
Q9NRC6_chainsaw_020	2693-2893
Q9NRC6_chainsaw_021	2894-3213
Q9NRC6_chainsaw_022	3214-3489
Q9NRC6_chainsaw_023	3536-3590
Q9NRC6_chainsaw_024	2460-2600_3315-3488
Q9NRC6_chainsaw_025	2601-2797
Q9NRC6_chainsaw_026	2798-2897
Q9NRC6_chainsaw_027	2898-3108
Q9NRC6_chainsaw_028	3109-3314
Q9NRC6_chainsaw_029	3535-3642
Q9NRC6_chainsaw_030	204-288
Q9NRC6_chainsaw_031	289-535
Q9NRC6_chainsaw_032	536-638
Q9NRC6_chainsaw_033	639-909
Q9NRC6_chainsaw_034	929-980
Q9NRC6_chainsaw_035	1101-1336
Q9NRC6_chainsaw_036	1337-1539
Q9NRC6_chainsaw_037	1540-1599
Q9NRC6_chainsaw_038	433-645_1539-1637
Q9NRC6_chainsaw_039	646-997
Q9NRC6_chainsaw_040	998-1089
Q9NRC6_chainsaw_041	1101-1332
Q9NRC6_chainsaw_042	1333-1538
Q9NRC6_chainsaw_043	1638-1797
Q9NRC6_chainsaw_044	604-637_1419-1650
Q9NRC6_chainsaw_045	638-996
Q9NRC6_chainsaw_046	997-1215
Q9NRC6_chainsaw_047	1216-1414
Q9NRC6_chainsaw_048	1658-1955
Q9NRC6_chainsaw_049	1956-1999
Q9NRC6_chainsaw_050	801-801_861-1126
Q9NRC6_chainsaw_051	1134-1415
Q9NRC6_chainsaw_052	1417-1650
Q9NRC6_chainsaw_053	1658-1944
Q9NRC6_chainsaw_054	1945-2150
Q9NRC6_chainsaw_055	1001-1226
Q9NRC6_chainsaw_056	1227-1442
Q9NRC6_chainsaw_057	1451-1747
Q9NRC6_chainsaw_058	1748-2049
Q9NRC6_chainsaw_059	2050-2256
Q9NRC6_chainsaw_060	2257-2385
Q9NRC6_chainsaw_061	1201-1442
Q9NRC6_chainsaw_062	1443-1722
Q9NRC6_chainsaw_063	1723-1923
Q9NRC6_chainsaw_064	1948-2056
Q9NRC6_chainsaw_065	2081-2362
Q9NRC6_chainsaw_066	2363-2582
Q9NRC6_chainsaw_067	1401-1649
Q9NRC6_chainsaw_068	1650-1928
Q9NRC6_chainsaw_069	1929-2039
Q9NRC6_chainsaw_070	2058-2277
Q9NRC6_chainsaw_071	2287-2572
Q9NRC6_chainsaw_072	2573-2774
Q9NRC6_chainsaw_073	1601-1856
Q9NRC6_chainsaw_074	1857-2072
Q9NRC6_chainsaw_075	2081-2383
Q9NRC6_chainsaw_076	2384-2679
Q9NRC6_chainsaw_077	2680-2894
Q9NRC6_chainsaw_078	2895-2999
Q9NRC8_chainsaw_001	8-74
Q9NRC8_chainsaw_002	82-339
Q9NRC9_chainsaw_001	29-127
Q9NRD0_chainsaw_001	1-186
Q9NRD0_chainsaw_002	187-314
Q9NRD1_chainsaw_001	13-84
Q9NRD1_chainsaw_002	102-257
Q9NRD5_chainsaw_001	18-104
Q9NRD5_chainsaw_002	114-354
Q9NRD8_chainsaw_001	8-9_24-554
Q9NRD8_chainsaw_002	594-636_1022-1266
Q9NRD8_chainsaw_003	637-762
Q9NRD8_chainsaw_004	763-937
Q9NRD8_chainsaw_005	1270-1545
Q9NRD9_chainsaw_001	49-551
Q9NRD9_chainsaw_002	591-634_1025-1269
Q9NRD9_chainsaw_003	635-753
Q9NRD9_chainsaw_004	757-932
Q9NRD9_chainsaw_005	1273-1548
Q9NRE1_chainsaw_001	26-82
Q9NRE1_chainsaw_002	103-252
Q9NRE2_chainsaw_001	850-1031
Q9NRF2_chainsaw_001	26-84
Q9NRF2_chainsaw_002	221-375
Q9NRF2_chainsaw_003	522-624
Q9NRF8_chainsaw_001	2-288
Q9NRF8_chainsaw_002	289-557
Q9NRF9_chainsaw_001	5-144
Q9NRG0_chainsaw_001	21-90
Q9NRG1_chainsaw_001	15-223
Q9NRG4_chainsaw_001	9-238
Q9NRG4_chainsaw_002	247-432
Q9NRG7_chainsaw_001	2-162_188-217
Q9NRG7_chainsaw_002	167-187_220-292
Q9NRG9_chainsaw_001	2-56_134-485
Q9NRG9_chainsaw_002	76-133
Q9NRH1_chainsaw_001	1-225
Q9NRH2_chainsaw_001	11-343
Q9NRH3_chainsaw_001	4-269
Q9NRH3_chainsaw_002	270-382
Q9NRH3_chainsaw_003	383-445
Q9NRI5_chainsaw_001	322-540_638-713
Q9NRI5_chainsaw_002	541-637
Q9NRI5_chainsaw_003	768-829
Q9NRJ1_chainsaw_001	47-91
Q9NRJ2_chainsaw_001	31-147
Q9NRJ3_chainsaw_001	40-90
Q9NRJ4_chainsaw_001	2-412
Q9NRJ4_chainsaw_002	426-672_1456-1538
Q9NRJ5_chainsaw_001	34-52_211-362
Q9NRJ5_chainsaw_002	56-210
Q9NRJ5_chainsaw_003	368-503
Q9NRJ7_chainsaw_001	29-124
Q9NRJ7_chainsaw_002	132-233
Q9NRJ7_chainsaw_003	241-338
Q9NRJ7_chainsaw_004	346-442
Q9NRJ7_chainsaw_005	450-552
Q9NRJ7_chainsaw_006	560-663
Q9NRK6_chainsaw_001	84-470
Q9NRK6_chainsaw_002	492-737
Q9NRL2_chainsaw_001	3-258
Q9NRL2_chainsaw_002	414-643_771-940
Q9NRL2_chainsaw_003	966-1174
Q9NRL2_chainsaw_004	1429-1533
Q9NRL3_chainsaw_001	2-16_424-752
Q9NRL3_chainsaw_002	65-249
Q9NRM0_chainsaw_001	54-277
Q9NRM0_chainsaw_002	304-518
Q9NRM2_chainsaw_001	57-157
Q9NRM2_chainsaw_002	158-278
Q9NRM2_chainsaw_003	302-435
Q9NRM6_chainsaw_001	22-159
Q9NRM6_chainsaw_002	171-270
Q9NRM6_chainsaw_003	332-488
Q9NRM7_chainsaw_001	15-155
Q9NRM7_chainsaw_002	599-1043
Q9NRN5_chainsaw_001	137-401
Q9NRN7_chainsaw_001	17-129_268-300
Q9NRN7_chainsaw_002	130-246
Q9NRN9_chainsaw_001	6-208
Q9NRP0_chainsaw_001	1-142
Q9NRP2_chainsaw_001	12-71
Q9NRP4_chainsaw_001	2-109
Q9NRP7_chainsaw_001	4-303
Q9NRP7_chainsaw_002	416-813
Q9NRP7_chainsaw_003	821-1309
Q9NRQ2_chainsaw_001	113-320
Q9NRR1_chainsaw_001	27-122
Q9NRR2_chainsaw_001	42-272
Q9NRR3_chainsaw_001	2-63
Q9NRR4_chainsaw_001	397-440_558-709
Q9NRR4_chainsaw_002	441-557_710-783_835-920
Q9NRR4_chainsaw_003	788-834
Q9NRR4_chainsaw_004	930-1261
Q9NRR4_chainsaw_005	1262-1372
Q9NRR5_chainsaw_001	12-82
Q9NRR5_chainsaw_002	177-301
Q9NRR5_chainsaw_003	381-491
Q9NRR5_chainsaw_004	530-598
Q9NRR6_chainsaw_001	218-280_609-639
Q9NRR6_chainsaw_002	287-594
Q9NRR8_chainsaw_001	2-65
Q9NRS4_chainsaw_001	24-96
Q9NRS4_chainsaw_002	104-192
Q9NRS4_chainsaw_003	208-435
Q9NRS6_chainsaw_001	9-136
Q9NRS6_chainsaw_002	209-337
Q9NRU3_chainsaw_001	1-14_216-405
Q9NRU3_chainsaw_002	42-208
Q9NRU3_chainsaw_003	412-580
Q9NRU3_chainsaw_004	591-797
Q9NRV9_chainsaw_001	11-188
Q9NRW1_chainsaw_001	13-173
Q9NRW3_chainsaw_001	14-189
Q9NRW4_chainsaw_001	6-182
Q9NRW7_chainsaw_001	3-124
Q9NRW7_chainsaw_002	130-226_443-550
Q9NRW7_chainsaw_003	232-345
Q9NRW7_chainsaw_004	347-430
Q9NRX1_chainsaw_001	69-158
Q9NRX1_chainsaw_002	159-250
Q9NRX2_chainsaw_001	22-125
Q9NRX3_chainsaw_001	6-79
Q9NRX4_chainsaw_001	6-121
Q9NRX5_chainsaw_001	10-142
Q9NRX5_chainsaw_002	147-447
Q9NRX6_chainsaw_001	3-73
Q9NRY2_chainsaw_001	58-97
Q9NRY4_chainsaw_001	13-276
Q9NRY4_chainsaw_002	277-427
Q9NRY4_chainsaw_003	428-552
Q9NRY4_chainsaw_004	566-582_773-961
Q9NRY4_chainsaw_005	596-768
Q9NRY4_chainsaw_006	1251-1437
Q9NRY5_chainsaw_001	168-224
Q9NRY5_chainsaw_002	232-499
Q9NRY6_chainsaw_001	77-282
Q9NRY7_chainsaw_001	88-293
Q9NRZ5_chainsaw_001	3-29_303-359
Q9NRZ5_chainsaw_002	30-299
Q9NRZ7_chainsaw_001	3-22_303-373
Q9NRZ7_chainsaw_002	23-299
Q9NRZ9_chainsaw_001	28-154
Q9NRZ9_chainsaw_002	170-453
Q9NRZ9_chainsaw_003	454-813
Q9NS00_chainsaw_001	69-325
Q9NS15_chainsaw_001	278-396
Q9NS15_chainsaw_002	402-454
Q9NS15_chainsaw_003	577-908
Q9NS15_chainsaw_004	917-1114
Q9NS15_chainsaw_005	1121-1176
Q9NS15_chainsaw_006	1227-1299
Q9NS18_chainsaw_001	46-163
Q9NS23_chainsaw_001	54-108
Q9NS23_chainsaw_002	109-289
Q9NS23_chainsaw_003	299-340
Q9NS25_chainsaw_001	55-99
Q9NS26_chainsaw_001	50-93
Q9NS28_chainsaw_001	77-203
Q9NS37_chainsaw_001	146-352
Q9NS39_chainsaw_001	129-202
Q9NS39_chainsaw_002	279-340
Q9NS39_chainsaw_003	359-733
Q9NS56_chainsaw_001	113-162
Q9NS56_chainsaw_002	225-374
Q9NS61_chainsaw_001	32-268
Q9NS62_chainsaw_001	1-126
Q9NS62_chainsaw_002	130-240
Q9NS62_chainsaw_003	243-338
Q9NS62_chainsaw_004	342-440
Q9NS64_chainsaw_001	9-94
Q9NS66_chainsaw_001	20-218_265-359
Q9NS67_chainsaw_001	9-217_261-356
Q9NS68_chainsaw_001	1-149
Q9NS69_chainsaw_001	44-121
Q9NS71_chainsaw_001	22-183
Q9NS73_chainsaw_001	24-99
Q9NS73_chainsaw_002	222-341
Q9NS75_chainsaw_001	32-344
Q9NS82_chainsaw_001	42-381
Q9NS82_chainsaw_002	384-494
Q9NS84_chainsaw_001	102-277
Q9NS84_chainsaw_002	280-457
Q9NS85_chainsaw_001	49-269
Q9NS86_chainsaw_001	7-436
Q9NS87_chainsaw_001	28-381
Q9NS87_chainsaw_002	412-1387
Q9NS91_chainsaw_001	15-98
Q9NS91_chainsaw_002	201-234
Q9NS91_chainsaw_003	248-320
Q9NS91_chainsaw_004	332-461
Q9NS93_chainsaw_001	32-274
Q9NS93_chainsaw_002	292-506
Q9NS98_chainsaw_001	33-516
Q9NS98_chainsaw_002	517-573
Q9NS98_chainsaw_003	589-678
Q9NS98_chainsaw_004	679-732
Q9NSA0_chainsaw_001	1-43_135-472
Q9NSA0_chainsaw_002	47-132
Q9NSA0_chainsaw_003	473-548
Q9NSA1_chainsaw_001	44-168
Q9NSA2_chainsaw_001	1-152
Q9NSA2_chainsaw_002	153-311
Q9NSA2_chainsaw_003	312-418
Q9NSA2_chainsaw_004	419-503
Q9NSA3_chainsaw_001	11-53
Q9NSB2_chainsaw_001	156-479
Q9NSB4_chainsaw_001	99-434
Q9NSB8_chainsaw_001	7-123
Q9NSC2_chainsaw_001	1170-1243
Q9NSC5_chainsaw_001	8-122
Q9NSC5_chainsaw_002	165-359
Q9NSC7_chainsaw_001	13-57
Q9NSC7_chainsaw_002	253-587
Q9NSD4_chainsaw_001	101-155_267-372
Q9NSD4_chainsaw_002	162-266
Q9NSD4_chainsaw_003	377-427
Q9NSD5_chainsaw_001	38-449
Q9NSD5_chainsaw_002	450-593
Q9NSD7_chainsaw_001	18-406
Q9NSD9_chainsaw_001	3-88
Q9NSD9_chainsaw_002	97-299
Q9NSD9_chainsaw_003	305-376
Q9NSD9_chainsaw_004	392-588
Q9NSE2_chainsaw_001	63-177_201-253
Q9NSE4_chainsaw_001	62-69_721-870
Q9NSE4_chainsaw_002	78-214_601-720
Q9NSE4_chainsaw_003	217-257_477-600
Q9NSE4_chainsaw_004	258-476
Q9NSE4_chainsaw_005	875-1010
Q9NSG2_chainsaw_001	3-444
Q9NSG2_chainsaw_002	445-747
Q9NSG2_chainsaw_003	800-852
Q9NSI2_chainsaw_001	60-165
Q9NSI2_chainsaw_002	177-228
Q9NSI5_chainsaw_001	41-139
Q9NSI5_chainsaw_002	143-235
Q9NSI6_chainsaw_001	13-159
Q9NSI6_chainsaw_002	164-608_730-762
Q9NSI6_chainsaw_003	945-1068_1144-1275
Q9NSI6_chainsaw_004	1071-1143
Q9NSI6_chainsaw_005	1316-1440
Q9NSI8_chainsaw_001	166-222
Q9NSI8_chainsaw_002	246-312
Q9NSJ1_chainsaw_001	15-67
Q9NSJ1_chainsaw_002	100-314
Q9NSJ1_chainsaw_003	335-414
Q9NSK0_chainsaw_001	19-160
Q9NSK0_chainsaw_002	209-510
Q9NSK7_chainsaw_001	3-133
Q9NSN8_chainsaw_001	11-42_200-208
Q9NSN8_chainsaw_002	43-199
Q9NSN8_chainsaw_003	209-396
Q9NSN8_chainsaw_004	398-507
Q9NSP4_chainsaw_001	15-172
Q9NSQ0_chainsaw_001	1-97
Q9NST1_chainsaw_001	9-252
Q9NST1_chainsaw_002	287-344
Q9NST1_chainsaw_003	346-457
Q9NSU2_chainsaw_001	13-228
Q9NSV4_chainsaw_001	64-165
Q9NSV4_chainsaw_002	176-412_1027-1071
Q9NSV4_chainsaw_003	413-550
Q9NSV4_chainsaw_004	656-686
Q9NSV4_chainsaw_005	717-820_913-1006
Q9NSV4_chainsaw_006	821-912_1007-1026
Q9NSY0_chainsaw_001	28-302
Q9NSY0_chainsaw_002	311-377
Q9NSY0_chainsaw_003	422-499
Q9NSY1_chainsaw_001	43-350
Q9NSY1_chainsaw_002	459-651
Q9NSY2_chainsaw_001	3-210
Q9NT22_chainsaw_001	2-92_94-672_687-687_700-711
Q9NT22_chainsaw_002	673-686_688-699_712-760
Q9NT62_chainsaw_001	1-127_195-300
Q9NT68_chainsaw_001	445-605
Q9NT68_chainsaw_002	611-787
Q9NT68_chainsaw_003	811-1032_1078-1206
Q9NT68_chainsaw_004	1033-1075
Q9NT68_chainsaw_005	1230-1396
Q9NT68_chainsaw_006	445-569
Q9NT68_chainsaw_007	577-843
Q9NT68_chainsaw_008	861-1032_1080-1202
Q9NT68_chainsaw_009	1033-1079_1203-1204
Q9NT68_chainsaw_010	1205-1590_1594-1594
Q9NT68_chainsaw_011	445-593
Q9NT68_chainsaw_012	597-843
Q9NT68_chainsaw_013	861-1031_1088-1168
Q9NT68_chainsaw_014	1032-1087_1171-1206_1575-1789
Q9NT68_chainsaw_015	1210-1571
Q9NT68_chainsaw_016	615-836
Q9NT68_chainsaw_017	842-1030_1085-1168
Q9NT68_chainsaw_018	1049-1084_1172-1205_1575-1893
Q9NT68_chainsaw_019	1206-1571
